"Sign","Name","Name1","Name2"
"𒤦","|(1(N58).BAD)~b|","|(1(N58).BAD)~b|, |(1(N58).BAD)~b|","|(1(N58).BAD)|"
"𒛫","|(BU~a&BU~a).NA₂~a|","|(BU~a&BU~a).NA2~a|, |(BU~a&BU~a).NA₂~a|","|(BU&BU).NA₂|"
"󲐏","|(BU~a&BU~a).X|","|(BU~a&BU~a).X|, |(BU~a&BU~a).X|","|(BU&BU).X|"
"𒛬","|(BU~a%BU~a).NA₂~a@n|","|(BU~a%BU~a).NA2~a@n|, |(BU~a%BU~a).NA₂~a@n|","|(BU%BU).NA₂|"
"𒜵","|(DUB@n~a×1(N58))~a|","|(DUB@n~a×1(N58))~a|, |(DUB@n~a×1(N58))~a|","|(DUB×1(N58))|"
"𒜶","|(DUB@n~a×1(N58))~b|","|(DUB@n~a×1(N58))~b|, |(DUB@n~a×1(N58))~b|","|(DUB×1(N58))|"
"𒝳","|(DUG~b&DUG~b)×1(N58)|","|(DUG~b&DUG~b)×1(N58)|, |(DUG~b&DUG~b)×1(N58)|","|(DUG&DUG)×1(N58)|"
"𒝆","|(DUG~b×DIN)@r|","|(DUG~b×DIN)@r|, |(DUG~b×DIN)@r|","|(DUG×DIN)|"
"𒠉","|(GI&GI)×GIŠ@t|","|(GI&GI)×GIŠ@t|, |(GI&GI)×GIŠ@t|","|(GI&GI)×GIŠ|"
"󲐴","|(GI&GI)×ŠE₃|","|(GI&GI)×ŠE3|, |(GI&GI)×ŠE₃|","|(GI&GI)×ŠE₃|"
"𒠡","|(GIŠ×(DIN.DIN))~a|","|(GIŠ×(DIN.DIN))~a|, |(GIŠ×(DIN.DIN))~a|","|(GIŠ×(DIN.DIN))|"
"𒠢","|(GIŠ×(DIN.DIN))~b|","|(GIŠ×(DIN.DIN))~b|, |(GIŠ×(DIN.DIN))~b|","|(GIŠ×(DIN.DIN))|"
"𒠣","|(GIŠ×(DIN.DIN))~c|","|(GIŠ×(DIN.DIN))~c|, |(GIŠ×(DIN.DIN))~c|","|(GIŠ×(DIN.DIN))|"
"𒠤","|(GIŠ×ŠU₂)~a|","|(GIŠ×ŠU2)~a|, |(GIŠ×ŠU₂)~a|","|(GIŠ×ŠU₂)|"
"𒠥","|(GIŠ×ŠU₂)~b|","|(GIŠ×ŠU2)~b|, |(GIŠ×ŠU₂)~b|","|(GIŠ×ŠU₂)|"
"󲃶","|(HI×1(N57)).(HI×1(N57))|","|(HI×1(N57)).(HI×1(N57))|, |(HI×1(N57)).(HI×1(N57))|","|(HI×1(N57)).(HI×1(N57))|"
"𒨅","|(SUKUD+SUKUD)~a|","|(SUKUD+SUKUD)~a|, |(SUKUD+SUKUD)~a|","|(SUKUD+SUKUD)|"
"𒨆","|(SUKUD+SUKUD)~b|","|(SUKUD+SUKUD)~b|, |(SUKUD+SUKUD)~b|","|(SUKUD+SUKUD)|"
"󲑵","|(SUKUD+SUKUD)~d|","|(SUKUD+SUKUD)~d|, |(SUKUD+SUKUD)~d|","|(SUKUD+SUKUD)|"
"𒨐","|(ŠA×HI@g~a)~a|","|(ŠA×HI@g~a)~a|, |(ŠA×HI@g~a)~a|","|(ŠA×HI)|"
"𒨑","|(ŠA×HI@g~a)~b|","|(ŠA×HI@g~a)~b|, |(ŠA×HI@g~a)~b|","|(ŠA×HI)|"
"󲉑","|1(N02).RU|","|1(N02).RU|, |1(N02).RU|","|1(N02).RU|"
"󰄭","|1(N34)×1(N58)|","|1(N34)×1(N58)|, |1(N34)×1(N58)|","|1(N34)×1(N58)|"
"󲊏","|1(N57).AB₂|","|1(N57).AB2|, |1(N57).AB₂|","|1(N57).AB₂|"
"𒯬𒛮","|1(N57).BU₃|","|1(N57).BU3|, |1(N57).BU₃|","|1(N57).BU₃|"
"𒯬𒤤","|1(N57).MUŠEN|","|1(N57).MUŠEN|, |1(N57).MUŠEN|","|1(N57).MUŠEN|"
"󲊦","|1(N57).SIG|","|1(N57).SIG|, |1(N57).SIG|","|1(N57).SIG|"
"󲊨","|1(N57).ŠAH₂~a|","|1(N57).ŠAH2~a|, |1(N57).ŠAH₂~a|","|1(N57).ŠAH₂|"
"󲈞","|1(N57).ŠUBUR|","|1(N57).ŠUBUR|, |1(N57).ŠUBUR|","|1(N57).ŠUBUR|"
"󲊮","|1(N57).URU~a1|","|1(N57).URU~a1|, |1(N57).URU~a1|","|1(N57).URU|"
"𒤥","|1(N58).BAD|","|1(N58).BAD|, |1(N58).BAD|","|1(N58).BAD|"
"󲊐","|2(N57).AB₂|","|2(N57).AB2|, |2(N57).AB₂|","|2(N57).AB₂|"
"󲊕","|2(N57).BIR₃~a|","|2(N57).BIR3~a|, |2(N57).BIR₃~a|","|2(N57).BIR₃|"
"󲊞","|2(N57).KU₆~a|","|2(N57).KU6~a|, |2(N57).KU₆~a|","|2(N57).KU₆|"
"𒯭𒤤","|2(N57).MUŠEN|","|2(N57).MUŠEN|, |2(N57).MUŠEN|","|2(N57).MUŠEN|"
"󲊧","|2(N57).SU~a|","|2(N57).SU~a|, |2(N57).SU~a|","|2(N57).SU|"
"󲊩","|2(N57).ŠUBUR|","|2(N57).ŠUBUR|, |2(N57).ŠUBUR|","|2(N57).ŠUBUR|"
"󲊯","|2(N57).URU~a1|","|2(N57).URU~a1|, |2(N57).URU~a1|","|2(N57).URU|"
"󲊑","|3(N57).AMAR|","|3(N57).AMAR|, |3(N57).AMAR|","|3(N57).AMAR|"
"𒯮𒛂","|3(N57).AZ|","|3(N57).AZ|, |3(N57).AZ|","|3(N57).AZ|"
"󲊔","|3(N57).BARA₃|","|3(N57).BARA3|, |3(N57).BARA₃|","|3(N57).BARA₃|"
"󲈠","|3(N57).E₂~b|","|3(N57).E2~b|, |3(N57).E₂~b|","|3(N57).E₂|"
"𒯮𒞍","|3(N57).EN₂|","|3(N57).EN2|, |3(N57).EN₂|","|3(N57).EN₂|"
"󲊗","|3(N57).GAR|","|3(N57).GAR|, |3(N57).GAR|","|3(N57).GAR|"
"󲊟","|3(N57).LAM~a.KUR~a.RU|","|3(N57).LAM~a.KUR~a.RU|, |3(N57).LAM~a.KUR~a.RU|","|3(N57).LAM.KUR.RU|"
"󲊢","|3(N57).MUŠEN|","|3(N57).MUŠEN|, |3(N57).MUŠEN|","|3(N57).MUŠEN|"
"󲊣","|3(N57).NUNUZ~a1|","|3(N57).NUNUZ~a1|, |3(N57).NUNUZ~a1|","|3(N57).NUNUZ|"
"󲊤","|3(N57).NUNUZ~c|","|3(N57).NUNUZ~c|, |3(N57).NUNUZ~c|","|3(N57).NUNUZ|"
"󲊥","|3(N57).PIRIG~b1|","|3(N57).PIRIG~b1|, |3(N57).PIRIG~b1|","|3(N57).PIRIG|"
"󲆰","|3(N57).RU|","|3(N57).RU|, |3(N57).RU|","|3(N57).RU|"
"𒯮𒦣","|3(N57).SANGA~a|","|3(N57).SANGA~a|, |3(N57).SANGA~a|","|3(N57).SANGA|"
"𒯮𒦬","|3(N57).SI|","|3(N57).SI|, |3(N57).SI|","|3(N57).SI|"
"󲊪","|3(N57).ŠUBUR|","|3(N57).ŠUBUR|, |3(N57).ŠUBUR|","|3(N57).ŠUBUR|"
"𒤧","|3(N58).UR₃~b1|","|3(N58).UR3~b1|, |3(N58).UR₃~b1|","|3(N58).UR₃|"
"󲊒","|4(N57).AMAR|","|4(N57).AMAR|, |4(N57).AMAR|","|4(N57).AMAR|"
"󲊘","|4(N57).GAR|","|4(N57).GAR|, |4(N57).GAR|","|4(N57).GAR|"
"󲊛","|4(N57).KU₃~a|","|4(N57).KU3~a|, |4(N57).KU₃~a|","|4(N57).KU₃|"
"󲊙","|5(N57).GAR|","|5(N57).GAR|, |5(N57).GAR|","|5(N57).GAR|"
"󲊜","|5(N57).KU₃~a|","|5(N57).KU3~a|, |5(N57).KU₃~a|","|5(N57).KU₃|"
"󲊚","|6(N57).GAR|","|6(N57).GAR|, |6(N57).GAR|","|6(N57).GAR|"
"󲊝","|6(N57).KU₃~a|","|6(N57).KU3~a|, |6(N57).KU₃~a|","|6(N57).KU₃|"
"󲕅","|7(N57).GAR|","|7(N57).GAR|, |7(N57).GAR|","|7(N57).GAR|"
"𒚔","|A×1(N14)|","|A×1(N14)|, |A×1(N14)|","|A×1(N14)|"
"󲐀","|A×AB₂|","|A×AB2|, |A×AB₂|","|A×AB₂|"
"𒚑","|A×EN~a|","|A×EN~a|, |A×EN~a|","|A×EN|"
"𒚒","|A×ŠUBUR|","|A×ŠUBUR|, |A×ŠUBUR|","|A×ŠUBUR|"
"𒚓","|A×ZATU672|","|A×ZATU672|, |A×ZATU672|","|A×ZATU672|"
"𒚙","|AB~a×(ŠE~a&ŠE~a)|","|AB~a×(ŠE~a&ŠE~a)|, |AB~a×(ŠE~a&ŠE~a)|","|AB×(ŠE&ŠE)|"
"𒚛","|AB~a×1(N04)|","|AB~a×1(N04)|, |AB~a×1(N04)|","|AB×1(N04)|"
"𒚗","|AB~a×A@t|","|AB~a×A@t|, |AB~a×A@t|","|AB×A|"
"𒚘","|AB~a×AŠ₂|","|AB~a×AŠ2|, |AB~a×AŠ₂|","|AB×AŠ₂|"
"󲐃","|AB~a×SUKKAL|","|AB~a×SUKKAL|, |AB~a×SUKKAL|","|AB×SUKKAL|"
"𒚚","|AB~a×ZATU659|","|AB~a×ZATU659|, |AB~a×ZATU659|","|AB×ZATU659|"
"󲐆","|AB~b×A|","|AB~b×A|, |AB~b×A|","|AB×A|"
"󲐇","|AB~b×KU₆~a|","|AB~b×KU6~a|, |AB~b×KU₆~a|","|AB×KU₆|"
"󲐈","|AB~b×ŠA₃~a1|","|AB~b×ŠA3~a1|, |AB~b×ŠA₃~a1|","|AB×ŠA₃|"
"𒚟","|AB₂×2(N14)|","|AB2×2(N14)|, |AB₂×2(N14)|","|AB₂×2(N14)|"
"𒚲","|AMA~a×E₂~a|","|AMA~a×E2~a|, |AMA~a×E₂~a|","|AMA×E₂|"
"󲈪","|AMAR.1(N02)|","|AMAR.1(N02)|, |AMAR.1(N02)|","|AMAR.1(N02)|"
"𒚶","|AMAR&AMAR|","|AMAR&AMAR|, |AMAR&AMAR|","|AMAR&AMAR|"
"𒚵","|AMAR×TAR~c|","|AMAR×TAR~c|, |AMAR×TAR~c|","|AMAR×TAR|"
"󲈬","|APIN~a.APIN~a|","|APIN~a.APIN~a|, |APIN~a.APIN~a|","|APIN.APIN|"
"𒛆","|BAD&BAD|","|BAD&BAD|, |BAD&BAD|","|BAD&BAD|"
,"|BU~a&BU~a|","|BU~a&BU~a|, |BU~a&BU~a|","|BU&BU|"
"𒛨","|BU~a+DU₆~a|","|BU~a+DU6~a|, |BU~a+DU₆~a|","|BU+DU₆|"
"𒛩","|BU~a+KI|","|BU~a+KI|, |BU~a+KI|","|BU+KI|"
"󲐎","|BU~a×1(N58)|","|BU~a×1(N58)|, |BU~a×1(N58)|","|BU×1(N58)|"
"𒛪","|BU~a×A|","|BU~a×A|, |BU~a×A|","|BU×A|"
"󲐍","|BU~a×GIŠ@t|","|BU~a×GIŠ@t|, |BU~a×GIŠ@t|","|BU×GIŠ|"
"󲈭","|BU~b.NA₂~a|","|BU~b.NA2~a|, |BU~b.NA₂~a|","|BU.NA₂|"
"󲈯","|DA~a.LIŠ|","|DA~a.LIŠ|, |DA~a.LIŠ|","|DA.LIŠ|"
"𒛾","|DAR~a×A|","|DAR~a×A|, |DAR~a×A|","|DAR×A|"
"𒜅","|DARA₃~c×(KAR₂.ŠE~a)|","|DARA3~c×(KAR2.ŠE~a)|, |DARA₃~c×(KAR₂.ŠE~a)|","|DARA₃×(KAR₂.ŠE)|"
"𒜄","|DARA₃~c×KAR₂|","|DARA3~c×KAR2|, |DARA₃~c×KAR₂|","|DARA₃×KAR₂|"
"𒜇","|DARA₃~d×(KAR₂.ŠE~a)|","|DARA3~d×(KAR2.ŠE~a)|, |DARA₃~d×(KAR₂.ŠE~a)|","|DARA₃×(KAR₂.ŠE)|"
"𒜈","|DARA₃~d×KAR₂~b|","|DARA3~d×KAR2~b|, |DARA₃~d×KAR₂~b|","|DARA₃×KAR₂|"
"𒜜","|DIN×1(N58)|","|DIN×1(N58)|, |DIN×1(N58)|","|DIN×1(N58)|"
"󲈰","|DU.U₄.1(N14).1(N08)|","|DU.U4.1(N14).1(N08)|, |DU.U₄.1(N14).1(N08)|","|DU.U₄.1(N14).1(N08)|"
"𒜟","|DU×1(N58@t)|","|DU×1(N58@t)|, |DU×1(N58@t)|","|DU×1(N58)|"
"𒜢","|DU₆~a×1(N58)|","|DU6~a×1(N58)|, |DU₆~a×1(N58)|","|DU₆×1(N58)|"
"𒜩","|DU₈~c×AB₂|","|DU8~c×AB2|, |DU₈~c×AB₂|","|DU₈×AB₂|"
"𒜪","|DU₈~c×AMAR|","|DU8~c×AMAR|, |DU₈~c×AMAR|","|DU₈×AMAR|"
"𒜫","|DU₈~c×HI|","|DU8~c×HI|, |DU₈~c×HI|","|DU₈×HI|"
"𒜬","|DU₈~c×UDU~a|","|DU8~c×UDU~a|, |DU₈~c×UDU~a|","|DU₈×UDU|"
"𒜷","|DUB@n~b×1(N58)~a|","|DUB@n~b×1(N58)~a|, |DUB@n~b×1(N58)~a|","|DUB×1(N58)|"
"𒜾","|DUG~a×1(N57)|","|DUG~a×1(N57)|, |DUG~a×1(N57)|","|DUG×1(N57)|"
"󲐒","|DUG~a×KASKAL|","|DUG~a×KASKAL|, |DUG~a×KASKAL|","|DUG×KASKAL|"
"𒜺","|DUG~a×KU₆~a|","|DUG~a×KU6~a|, |DUG~a×KU₆~a|","|DUG×KU₆|"
"󲐓","|DUG~a×LAM~b|","|DUG~a×LAM~b|, |DUG~a×LAM~b|","|DUG×LAM|"
"𒜻","|DUG~a×NAGA~a|","|DUG~a×NAGA~a|, |DUG~a×NAGA~a|","|DUG×NAGA|"
"𒜼","|DUG~a×U₂~a|","|DUG~a×U2~a|, |DUG~a×U₂~a|","|DUG×U₂|"
"𒜽","|DUG~a×U₂~b|","|DUG~a×U2~b|, |DUG~a×U₂~b|","|DUG×U₂|"
"𒝱","|DUG~b×(1(N57).KU₃~a)|","|DUG~b×(1(N57).KU3~a)|, |DUG~b×(1(N57).KU₃~a)|","|DUG×(1(N57).KU₃)|"
"󲐕","|DUG~b×(KUR~a.X)|","|DUG~b×(KUR~a.X)|, |DUG~b×(KUR~a.X)|","|DUG×(KUR.X)|"
"󲐖","|DUG~b×(NI~a@g.ZATU779)|","|DUG~b×(NI~a@g.ZATU779)|, |DUG~b×(NI~a@g.ZATU779)|","|DUG×(NI.ZATU779)|"
"𒝙","|DUG~b×(SA~a.GI)|","|DUG~b×(SA~a.GI)|, |DUG~b×(SA~a.GI)|","|DUG×(SA.GI)|"
"󲐗","|DUG~b×(SI₄~a.X)|","|DUG~b×(SI4~a.X)|, |DUG~b×(SI₄~a.X)|","|DUG×(SI₄.X)|"
"𒝡","|DUG~b×(ŠE~a.NAM₂)|","|DUG~b×(ŠE~a.NAM2)|, |DUG~b×(ŠE~a.NAM₂)|","|DUG×(ŠE.NAM₂)|"
"𒝣","|DUG~b×(TAK₄~a.SA~a)|","|DUG~b×(TAK4~a.SA~a)|, |DUG~b×(TAK₄~a.SA~a)|","|DUG×(TAK₄.SA)|"
"𒝤","|DUG~b×(TAK₄~a.SAL)|","|DUG~b×(TAK4~a.SAL)|, |DUG~b×(TAK₄~a.SAL)|","|DUG×(TAK₄.SAL)|"
"𒝨","|DUG~b×(UDU~a×TAR~b)|","|DUG~b×(UDU~a×TAR~b)|, |DUG~b×(UDU~a×TAR~b)|","|DUG×(UDU×TAR)|"
"𒝯","|DUG~b×(ZATU789.SA~a)|","|DUG~b×(ZATU789.SA~a)|, |DUG~b×(ZATU789.SA~a)|","|DUG×(ZATU789.SA)|"
"𒝰","|DUG~b×1(N57)|","|DUG~b×1(N57)|, |DUG~b×1(N57)|","|DUG×1(N57)|"
"𒝲","|DUG~b×1(N58)|","|DUG~b×1(N58)|, |DUG~b×1(N58)|","|DUG×1(N58)|"
"󲐙","|DUG~b×3(N57)|","|DUG~b×3(N57)|, |DUG~b×3(N57)|","|DUG×3(N57)|"
"𒝀","|DUG~b×AB₂|","|DUG~b×AB2|, |DUG~b×AB₂|","|DUG×AB₂|"
"𒝁","|DUG~b×ANŠE~b|","|DUG~b×ANŠE~b|, |DUG~b×ANŠE~b|","|DUG×ANŠE|"
"𒝂","|DUG~b×ANŠE~d|","|DUG~b×ANŠE~d|, |DUG~b×ANŠE~d|","|DUG×ANŠE|"
"󲔮","|DUG~b×BA|","|DUG~b×BA|, |DUG~b×BA|","|DUG×BA|"
"𒝃","|DUG~b×BALA~a|","|DUG~b×BALA~a|, |DUG~b×BALA~a|","|DUG×BALA|"
"𒝄","|DUG~b×BIR₃~c|","|DUG~b×BIR3~c|, |DUG~b×BIR₃~c|","|DUG×BIR₃|"
"𒝅","|DUG~b×DIN|","|DUG~b×DIN|, |DUG~b×DIN|","|DUG×DIN|"
"󲐔","|DUG~b×E~a|","|DUG~b×E~a|, |DUG~b×E~a|","|DUG×E|"
"𒝇","|DUG~b×GA~a|","|DUG~b×GA~a|, |DUG~b×GA~a|","|DUG×GA|"
"𒝈","|DUG~b×GA~b|","|DUG~b×GA~b|, |DUG~b×GA~b|","|DUG×GA|"
"𒝉","|DUG~b×GEŠTU~a|","|DUG~b×GEŠTU~a|, |DUG~b×GEŠTU~a|","|DUG×GEŠTU|"
"𒝊","|DUG~b×GEŠTU~b|","|DUG~b×GEŠTU~b|, |DUG~b×GEŠTU~b|","|DUG×GEŠTU|"
"𒝋","|DUG~b×GI₆|","|DUG~b×GI6|, |DUG~b×GI₆|","|DUG×GI₆|"
"𒝌","|DUG~b×GIŠ|","|DUG~b×GIŠ|, |DUG~b×GIŠ|","|DUG×GIŠ|"
"𒝎","|DUG~b×HI@g~a|","|DUG~b×HI@g~a|, |DUG~b×HI@g~a|","|DUG×HI|"
"𒝍","|DUG~b×HI|","|DUG~b×HI|, |DUG~b×HI|","|DUG×HI|"
"𒝏","|DUG~b×KASKAL|","|DUG~b×KASKAL|, |DUG~b×KASKAL|","|DUG×KASKAL|"
"𒝐","|DUG~b×KU₆~a|","|DUG~b×KU6~a|, |DUG~b×KU₆~a|","|DUG×KU₆|"
"𒝓","|DUG~b×KUR@g~a|","|DUG~b×KUR@g~a|, |DUG~b×KUR@g~a|","|DUG×KUR|"
"𒝑","|DUG~b×KUR~a|","|DUG~b×KUR~a|, |DUG~b×KUR~a|","|DUG×KUR|"
"𒝒","|DUG~b×KUR~b|","|DUG~b×KUR~b|, |DUG~b×KUR~b|","|DUG×KUR|"
"𒝔","|DUG~b×LAM~a|","|DUG~b×LAM~a|, |DUG~b×LAM~a|","|DUG×LAM|"
"𒝕","|DUG~b×MAŠ|","|DUG~b×MAŠ|, |DUG~b×MAŠ|","|DUG×MAŠ|"
"𒝖","|DUG~b×NAGA~a|","|DUG~b×NAGA~a|, |DUG~b×NAGA~a|","|DUG×NAGA|"
"𒝗","|DUG~b×NAM₂|","|DUG~b×NAM2|, |DUG~b×NAM₂|","|DUG×NAM₂|"
"𒝘","|DUG~b×SA~a|","|DUG~b×SA~a|, |DUG~b×SA~a|","|DUG×SA|"
"𒝚","|DUG~b×SI₄~a|","|DUG~b×SI4~a|, |DUG~b×SI₄~a|","|DUG×SI₄|"
"𒝛","|DUG~b×SIG₂~a1|","|DUG~b×SIG2~a1|, |DUG~b×SIG₂~a1|","|DUG×SIG₂|"
"𒝜","|DUG~b×SIG₂~a2|","|DUG~b×SIG2~a2|, |DUG~b×SIG₂~a2|","|DUG×SIG₂|"
"𒝝","|DUG~b×SIG₇|","|DUG~b×SIG7|, |DUG~b×SIG₇|","|DUG×SIG₇|"
"𒝞","|DUG~b×SUHUR|","|DUG~b×SUHUR|, |DUG~b×SUHUR|","|DUG×SUHUR|"
"󲔬","|DUG~b×SUKUD~d|","|DUG~b×SUKUD~d|, |DUG~b×SUKUD~d|","|DUG×SUKUD|"
"𒝟","|DUG~b×ŠAH₂~a|","|DUG~b×ŠAH2~a|, |DUG~b×ŠAH₂~a|","|DUG×ŠAH₂|"
"𒝠","|DUG~b×ŠE~a|","|DUG~b×ŠE~a|, |DUG~b×ŠE~a|","|DUG×ŠE|"
"𒝢","|DUG~b×TAK₄~a|","|DUG~b×TAK4~a|, |DUG~b×TAK₄~a|","|DUG×TAK₄|"
"𒝥","|DUG~b×TI|","|DUG~b×TI|, |DUG~b×TI|","|DUG×TI|"
"𒝦","|DUG~b×U₂~a|","|DUG~b×U2~a|, |DUG~b×U₂~a|","|DUG×U₂|"
"𒝧","|DUG~b×U₂~b|","|DUG~b×U2~b|, |DUG~b×U₂~b|","|DUG×U₂|"
"𒝪","|DUG~b×UH₃~a@t|","|DUG~b×UH3~a@t|, |DUG~b×UH₃~a@t|","|DUG×UH₃|"
"𒝩","|DUG~b×UH₃~a|","|DUG~b×UH3~a|, |DUG~b×UH₃~a|","|DUG×UH₃|"
"󲂻","|DUG~b×X|","|DUG~b×X|, |DUG~b×X|","|DUG×X|"
"󲐘","|DUG~b×ZATU707~a|","|DUG~b×ZATU707~a|, |DUG~b×ZATU707~a|","|DUG×ZATU707|"
"𒝫","|DUG~b×ZATU764|","|DUG~b×ZATU764|, |DUG~b×ZATU764|","|DUG×ZATU764|"
"𒝬","|DUG~b×ZATU779|","|DUG~b×ZATU779|, |DUG~b×ZATU779|","|DUG×ZATU779|"
"𒝭","|DUG~b×ZATU780|","|DUG~b×ZATU780|, |DUG~b×ZATU780|","|DUG×ZATU780|"
"𒝮","|DUG~b×ZATU781|","|DUG~b×ZATU781|, |DUG~b×ZATU781|","|DUG×ZATU781|"
"𒝵","|DUG~c×1(N57)|","|DUG~c×1(N57)|, |DUG~c×1(N57)|","|DUG×1(N57)|"
"󲈱","|E₂~a.LIŠ|","|E2~a.LIŠ|, |E₂~a.LIŠ|","|E₂.LIŠ|"
"󲈲","|E₂~a.NUN~a|","|E2~a.NUN~a|, |E₂~a.NUN~a|","|E₂.NUN|"
"𒞀","|E₂~a×1(N58@t)|","|E2~a×1(N58@t)|, |E₂~a×1(N58@t)|","|E₂×1(N58)|"
"󲐛","|E₂~a×3(N58)|","|E2~a×3(N58)|, |E₂~a×3(N58)|","|E₂×3(N58)|"
"󲈳","|E₂~b.LIŠ|","|E2~b.LIŠ|, |E₂~b.LIŠ|","|E₂.LIŠ|"
"𒞂","|E₂~b×1(N58@t)|","|E2~b×1(N58@t)|, |E₂~b×1(N58@t)|","|E₂×1(N58)|"
"󲃋","|EN~a.EZEN~b×ŠE~a@t.NUN~a.SIG₇|","|EN~a.EZEN~b×ŠE~a@t.NUN~a.SIG7|, |EN~a.EZEN~b×ŠE~a@t.NUN~a.SIG₇|","|EN.EZEN×ŠE.NUN.SIG₇|"
"󲃈","|EN~a.ME~a.GI|","|EN~a.ME~a.GI|, |EN~a.ME~a.GI|","|EN.ME.GI|"
"󲈵","|EN~a.ME~a.MU|","|EN~a.ME~a.MU|, |EN~a.ME~a.MU|","|EN.ME.MU|"
"󲐜","|EN~c&EN~c|","|EN~c&EN~c|, |EN~c&EN~c|","|EN&EN|"
"󲈶","|EN₂.E₂~a|","|EN2.E2~a|, |EN₂.E₂~a|","|EN₂.E₂|"
"󲈷","|EN₂.E₂~b|","|EN2.E2~b|, |EN₂.E₂~b|","|EN₂.E₂|"
"󲅃","|EŠDA.NAM₂|","|EŠDA.NAM2|, |EŠDA.NAM₂|","|EŠDA.NAM₂|"
"𒞓","|EŠDA×TAR~a|","|EŠDA×TAR~a|, |EŠDA×TAR~a|","|EŠDA×TAR|"
"𒞗","|EZEN~a×(HI×1(N57).AN)|","|EZEN~a×(HI×1(N57).AN)|, |EZEN~a×(HI×1(N57).AN)|","|EZEN×(HI×1(N57).AN)|"
"𒞟","|EZEN~a×(U₂~b.A)|","|EZEN~a×(U2~b.A)|, |EZEN~a×(U₂~b.A)|","|EZEN×(U₂.A)|"
"󲐠","|EZEN~a×EN~a|","|EZEN~a×EN~a|, |EZEN~a×EN~a|","|EZEN×EN|"
"𒞖","|EZEN~a×EN~b|","|EZEN~a×EN~b|, |EZEN~a×EN~b|","|EZEN×EN|"
"𒞘","|EZEN~a×KAB|","|EZEN~a×KAB|, |EZEN~a×KAB|","|EZEN×KAB|"
"𒞙","|EZEN~a×KAŠ~b|","|EZEN~a×KAŠ~b|, |EZEN~a×KAŠ~b|","|EZEN×KAŠ|"
"𒞚","|EZEN~a×KI|","|EZEN~a×KI|, |EZEN~a×KI|","|EZEN×KI|"
"𒞛","|EZEN~a×NIM~b2|","|EZEN~a×NIM~b2|, |EZEN~a×NIM~b2|","|EZEN×NIM|"
"𒞜","|EZEN~a×NIMGIR|","|EZEN~a×NIMGIR|, |EZEN~a×NIMGIR|","|EZEN×NIMGIR|"
"𒞝","|EZEN~a×RAD~a|","|EZEN~a×RAD~a|, |EZEN~a×RAD~a|","|EZEN×RAD|"
"󲐞","|EZEN~a×SAG|","|EZEN~a×SAG|, |EZEN~a×SAG|","|EZEN×SAG|"
"𒞞","|EZEN~a×SU~a|","|EZEN~a×SU~a|, |EZEN~a×SU~a|","|EZEN×SU|"
"𒞠","|EZEN~a×U₄|","|EZEN~a×U4|, |EZEN~a×U₄|","|EZEN×U₄|"
"󲐟","|EZEN~a×X|","|EZEN~a×X|, |EZEN~a×X|","|EZEN×X|"
"𒞣","|EZEN~b×6(N57)|","|EZEN~b×6(N57)|, |EZEN~b×6(N57)|","|EZEN×6(N57)|"
"󲃑","|GA~a.ZATU753|","|GA~a.ZATU753|, |GA~a.ZATU753|","|GA.ZATU753|"
"𒞭","|GA~c×1(N14)|","|GA~c×1(N14)|, |GA~c×1(N14)|","|GA×1(N14)|"
"𒞬","|GA~c×KASKAL|","|GA~c×KASKAL|, |GA~c×KASKAL|","|GA×KASKAL|"
"󲐤","|GA₂~a1×((SUKUD+SUKUD)~a)|","|GA2~a1×((SUKUD+SUKUD)~a)|, |GA₂~a1×((SUKUD+SUKUD)~a)|","|GA₂×((SUKUD+SUKUD))|"
"󲐥","|GA₂~a1×((SUKUD+SUKUD)~b)|","|GA2~a1×((SUKUD+SUKUD)~b)|, |GA₂~a1×((SUKUD+SUKUD)~b)|","|GA₂×((SUKUD+SUKUD))|"
"𒞶","|GA₂~a1×(GIR~a.KU₆~a)|","|GA2~a1×(GIR~a.KU6~a)|, |GA₂~a1×(GIR~a.KU₆~a)|","|GA₂×(GIR.KU₆)|"
"󲐡","|GA₂~a1×(HI.SUHUR)|","|GA2~a1×(HI.SUHUR)|, |GA₂~a1×(HI.SUHUR)|","|GA₂×(HI.SUHUR)|"
"𒞼","|GA₂~a1×(KU₆~a+KU₆~a)|","|GA2~a1×(KU6~a+KU6~a)|, |GA₂~a1×(KU₆~a+KU₆~a)|","|GA₂×(KU₆+KU₆)|"
"𒟈","|GA₂~a1×1(N14)|","|GA2~a1×1(N14)|, |GA₂~a1×1(N14)|","|GA₂×1(N14)|"
"𒟉","|GA₂~a1×1(N57)|","|GA2~a1×1(N57)|, |GA₂~a1×1(N57)|","|GA₂×1(N57)|"
"𒞯","|GA₂~a1×A|","|GA2~a1×A|, |GA₂~a1×A|","|GA₂×A|"
"𒞰","|GA₂~a1×E₂~a|","|GA2~a1×E2~a|, |GA₂~a1×E₂~a|","|GA₂×E₂|"
"󲔧","|GA₂~a1×EN~a|","|GA2~a1×EN~a|, |GA₂~a1×EN~a|","|GA₂×EN|"
"𒞱","|GA₂~a1×EN~b|","|GA2~a1×EN~b|, |GA₂~a1×EN~b|","|GA₂×EN|"
"𒞲","|GA₂~a1×GEŠTU~a|","|GA2~a1×GEŠTU~a|, |GA₂~a1×GEŠTU~a|","|GA₂×GEŠTU|"
